title,release_date,album,lyrics
What’s My Name?,2010-10-26,Loud (Deluxe Edition),"120 ContributorsTranslationsEspañolPortuguêsEnglishDeutschWhat’s My Name? Lyrics
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name? (Uh)
What's my name? What's my name? (Yeah)

I heard you good with them soft lips
Yeah, you know, word of mouth
The square root of sixty-nine is eight somethin', right?
'Cause I've been tryna work it out, oh
Good weed, white wine, uh
I come alive in the night time, yeah
Okay, away we go
Only thing we have on is the radio
Let it play
Say you gotta leave, but I know you wanna stay
You just waitin' on the traffic jam to finish, girl
The things that we could do in twenty minutes, girl
Say my name, say my name, wear it out
It's gettin' hot, crack a window, air it out
I can get you through a mighty long day
Soon as you go, the text that I write is gon' say
You might also like
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
What's my name? What's my name?

Not everybody
Knows how to work my body
Knows how to make me want it
But, boy, you stay up on it
You got that somethin'
That keeps me so off balance
Baby, you're a challenge
Let's explore your talent

Hey, boy, I really wanna see if you
Can go downtown with a girl like me
Hey, boy, I really wanna be with you
'Cause you just my type
Ooh, na, na, na, na
I need a boy to take it over
Lookin' for a guy to put in work
Oh woah, oh woah
Hey, boy, I really wanna see if you
Can go downtown with a girl like me
Hey, boy, I really wanna be with you
'Cause you just my type
Ooh, na, na, na, na
I need a boy to take it over
Lookin' for a guy to put in work
Oh woah, oh woah
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
What's my name? What's my name?

Baby, you got me
And ain't nowhere that I'd be
Than with your arms around me
Back and forth, you rock me, yeah
So I surrender
To every word you whisper
Every door you enter
I will let you in

Hey, boy, I really wanna see if you
Can go downtown with a girl like me
Hey, boy, I really wanna be with you
'Cause you just my type
Ooh, na, na, na, na
I need a boy to take it over
Lookin' for a guy to put in work
Oh woah, oh woah
You're so amazing
You took the time to figure me out
That's why you take me
Way past the point of turnin' me on
You 'bout to break me
I swear you got me losin' my mind

Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
What's my name? What's my name?

Hey, boy, I really wanna see if you
Can go downtown with a girl like me
Hey, boy, I really wanna be with you
'Cause you just my type
Ooh, na, na, na, na
I need a boy to take it over
Lookin' for a guy to put in work
Oh woah, oh woah
Hey, boy, I really wanna see if you
Can go downtown with a girl like me
Hey, boy, I really wanna be with you
'Cause you just my type
Ooh, na, na, na, na
I need a boy to take it over
Lookin' for a guy to put in work
Oh woah, oh woah62Embed"
"Love the Way You Lie, Pt. II",2010-11-12,Loud (Deluxe Edition),"135 ContributorsTranslationsEspañolTürkçeLove the Way You Lie, Pt. II Lyrics
On the first page of our story
The future seemed so bright
Then this thing turned out so evil
I don't know why I'm still surprised
Even angels have their wicked schemes
And you take that to new extremes
But you'll always be my hero
Even though you've lost your mind

Just gonna stand there and watch me burn
Well, that's alright because I like the way it hurts
Just gonna stand there and hear me cry
Well, that's alright because I love the way you lie
I love the way you lie, oh
I love the way you lie

Now there's gravel in our voices
Glass is shattered from the fight
In this tug of war, you'll always win
Even when I'm right
'Cause you feed me fables from your head
With violent words and empty threats
And it's sick that all these battles
Are what keeps me satisfied
You might also like
Just gonna stand there and watch me burn
Well, that's alright because I like the way it hurts
Just gonna stand there and hear me cry
Well, that's alright because I love the way you lie
I love the way you lie, oh
I love the way you lie, oh

So maybe I'm a masochist
I try to run, but I don't wanna ever leave
'Til the walls are going up
In smoke with all our memories

It's morning, you wake, a sunray hits your face
Smeared makeup as we lay in the wake of destruction (Shh)
Hush baby, speak softly, tell me you're awfully sorry
That you pushed me into the coffee table last night so I can push you off me
Try and touch me so I can scream at you not to touch me
Run out the room and I'll follow you like a lost puppy
Baby, without you, I'm nothing, I'm so lost, hug me
Then tell me how ugly I am, but that you'll always love me
Then after that, shove me, in the aftermath of the
Destructive path that we're on, two psychopaths, but we
Know that no matter how many knives we put in each other's backs
That we'll have each other's backs 'cause we're that lucky
Together, we move mountains, let's not make mountains out of molehills
You hit me twice, yeah, but who's counting?
I may have hit you three times, I'm starting to lose count
But together, we'll live forever, we found the youth fountain
Our love is crazy, we're nuts, but I refused counseling
This house is too huge, if you move out, I'll burn all two thousand
Square feet of it to the ground, ain't shit you can do about it
'Cause with you, I'm in my fucking mind, without you, I'm out it
Just gonna stand there and watch me burn
Well, that's alright because I like the way it hurts
Just gonna stand there and hear me cry
Well, that's alright because I love the way you lie
I love the way you lie
I love the way you lie
I love the way you lie
I love the way you lie88Embed"
Desperado,2016-01-28,ANTI,"84 ContributorsTranslationsEspañolFrançaisDesperado Lyrics
Desperado
Sittin' in an old Monte Carlo
A man whose heart is hollow
Mhm, take it easy
I'm not tryna go against yuh
Actually, I'm goin' witcha

Gotta get up out of here
And yuh ain't leavin' me behind
I know you won't cause we share common interests
You need me, there ain't no leaving me behind
Never, no, no, I just want outta here, yeah
Once I'm gone, ain’t no going back

If you want, we can be runaways
Running from any sight of love
Yeah, yeah, there ain’t nothin'
There ain't nothin' here for me
There ain't nothin' here for me anymore
But I don't wanna be alone

Desperado
Sitting on your ole' Monte Carlo
We've both had our hearts broke
Unh, hunh, take it easy
I'm not tryna go against yuh
I can be a lone wolf witcha
You might also like
Gotta get up out of here
And you ain't leaving me behind
I know you won't cause we share common interests
You need me, there ain't no leaving me behind
Never, no, no, both want outta here, yeah
Once we're gone, ain’t no going back

If you want, we can be runaways
Running from any sight of love
Yeah, yeah, there ain’t nothin'
There ain't nothin' here for me
There ain't nothin' here for me anymore
But I don't wanna be alone

Dear desperado
Yeah, I don't wanna be alone
Dear desperado
Yeah, I don't wanna be alone

If you want, we can be runaways
Running from any sight of love
Yeah, yeah, there ain’t nothin'
There ain't nothin' here for me
There ain't nothin' here for me anymore
But I don't wanna be alone
Yeah-yeah-ah
Yeah-yeah-ah
Yeah-yeah-ah
Yeah-yeah-ah
Yeah-yeah-ah
Yeah-yeah-ah78Embed"
California King Bed,2010-11-12,Loud (Deluxe Edition),"52 ContributorsTranslationsहिन्दीEspañolFrançaisCalifornia King Bed Lyrics
Chest to chest (Chest to chest)
Nose to nose (Nose to nose)
Palm to palm
We were always just that close (Just that close)
Wrist to wrist (Wrist to wrist)
Toe to toe (Toe to toe)
Lips that felt just like the inside of a rose

So how come when I reach out my finger
It feels like more than distance between us?

In this California king bed
We're ten thousand miles apart
I've been California wishing on these stars
For your heart, for me
My California king

Eye to eye (Eye to eye)
Cheek to cheek (Cheek to cheek)
Side by side
You were sleeping next to me (Oh, next to me)
Arm in arm
Dusk to dawn
With the curtains drawn
And a little last night on these sheets
You might also like
So how come when I reach out my fingers
It seems like more than distance between us?

In this California king bed
We're ten thousand miles apart
I've been California wishing on these stars
For your heart, for me
My California king

Just when I felt like giving up on us
You turned around and gave me one last touch
That made everything feel better
And even then, my eyes got wetter
So confused, wanna ask you if you love me
But I don't wanna seem so weak
Maybe I've been California dreaming
Hey, hey, hey, hey

In this California king bed
We're ten thousand miles apart
Been California wishing on these stars
For your heart, for me
My California king
My California king

In this California king bed
We're ten thousand miles apart
I've been California wishing on these stars
For your heart, for me
My California king33Embed"
Man Down,2010-11-12,Loud (Deluxe Edition),"98 ContributorsTranslationsEspañolPortuguêsMan Down Lyrics
Sak pasé!

I didn't mean to end his life, I know it wasn't right
I can't even sleep at night, can't get it off my mind
I need to get out of sight 'fore I end up behind bars
What started out as a simple altercation
Turned into a real sticky situation
Me just thinking on the time that I'm facing
Makes me wanna cry

'Cause I didn't mean to hurt him
Coulda been somebody's son
And I took his heart when
I pulled out that gun
Rum-pum-pum-pum, rum-pum-pum-pum, rum-pum-pum-pum
Man down
Rum-pum-pum-pum, rum-pum-pum-pum, rum-pum-pum-pum
Man down

Oh, mama, mama, mama
I just shot a man down
In Central Station
In front of a big ol' crowd
Oh, why?
Oh, why?
Oh, mama, mama, mama
I just shot a man down
In Central Station
You might also like
It's a twenty-two, I call her Peggy Sue
When she fits right down in my shoes
What you expect me to do if you're playing me for a fool?
I will lose my cool and reach for my firearm
I didn't mean to lay him down
But it's too late to turn back now
Don't know what I was thinking
Now he's no longer living
So I'm 'bout to leave town, ayy-uh

'Cause I didn't mean to hurt him
Coulda been somebody's son
And I took his heart when
I pulled out that gun
Rum-pum-pum-pum, rum-pum-pum-pum, rum-pum-pum-pum
Man down
Rum-pum-pum-pum, rum-pum-pum-pum, rum-pum-pum-pum
Man down

Oh, mama, mama, mama
I just shot a man down
In Central Station
In front of a big ol' crowd
Oh, why?
Oh, why?
Oh, mama, mama, mama
I just shot a man down (Would you hear me now?)
In Central Station
Look, I'd never thought I'd do it
Never thought I'd do it
Never thought I'd do it, oh gosh
Whatever happened to me?
Ever happened to me?
Ever happened to me?
Why did I pull the trigger, pull the trigger
Pull the trigger, boom
And end a nigga, end a nigga life so soon?
When mi pull the trigger, pull the trigger
Pull it pon' you
Somebody tell me what I'm gonna, what I'm gonna do? Eh
Rum-pum-pum-pum, rum-pum-pum-pum, rum-pum-pum-pum
Mi say wah man down
A weh mi say
Rum-pum-pum-pum, rum-pum-pum-pum, rum-pum-pum-pum
When mi went downtown
'Cause now I am criminal, criminal, criminal
Oh Lord, oh mercy, now I am a criminal
Man down
Tell the judge please gimme minimal
Run outta town, none a dem can see mi now, see mi now

Oh, mama, mama, mama
I just shot a man down
In Central Station
In front of a big ol' crowd
Oh, why?
Oh, why?
Oh, mama, mama, mama
I just shot a man down
In Central Station80Embed"
Lift Me Up,2022-10-28,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired by),"109 ContributorsTranslationsPortuguêsTürkçeEspañolFrançaisDeutschNederlandsItalianoFrançaisLift Me Up Lyrics
Lift me up
Hold me down
Keep me close
Safe and sound

Burning in a hopeless dream
Hold me when you go to sleep
Keep me in the warmth of your love
When you depart, keep me safe
Safe and sound

Lift me up
Hold me down
Keep me close
Safe and sound

Drowning in an endless sea
Take some time and stay with me
Keep me in the strength of your arms
Keep me safe
Safe and sound
You might also like
Lift me up
Hold me down
Keep me safe
Safe and sound

Burning in a hopeless dream
Hold me when you go to sleep
Keep me safe
We need light, we need love

(Lift me up) Lift me up in your arms
(Hold me down) I need love, I need love, I need love
(Keep me close) Hold me, hold me
(Safe and sound) Hold me, hold me, hold me, hold me
(Lift me up) Hold me, hold me, hold me, hold me
(Hold me down) Hold me, hold me
(Keep me safe) We need light, we need love20Embed"
Loveeeeeee Song,2012-11-19,Unapologetic (Deluxe Version),"104 ContributorsTranslationsFrançaisLoveeeeeee Song Lyrics
Ain't nothin' wrong with it

I don't wanna give you the wrong impression (No, no, no, no)
I need love and affection (Yeah, yeah, yeah)
And I hope I'm not soundin' too desperate
I need love and affection
Love (Oh, oh, oh, oh), love (Oh, oh, oh, oh), love (Oh, oh, oh, oh)
Love and affection
Love (Oh, oh, oh, oh), love (Oh, oh, oh, oh)
L-O-V-E-E-E and affection

Oh, baby, I'm not asking for the world, maybe
You can give me what I want, baby
Come hold me tight and, when I'm drowning, save me
Give it to me on a daily
If I'm your girl, say my name, boy
And let me know I'm in control
We both grown so how we feel we can let it show
(I-I-I) Won't play around
(I-I-I) I wanna lay you down
(I-I-I) I need you now, I need you now
Oh-oh-oh-oh-oh, oh-oh
You might also like
I don't wanna give you the wrong impression (No, no, no, no)
I need love and affection (Yeah, yeah, yeah)
And I hope I'm not sounding too desperate
I need love and affection
Love (Oh, oh, oh, oh), love (Oh, oh, oh, oh), love (Oh, oh, oh, oh)
Love and affection
Love (Oh, oh, oh, oh), love (Oh, oh, oh, oh)
L-O-V-E-E-E and affection

Boy, lately you've been stingy with your time
Got me wonderin, I'm wondering if I'm on your mind
Boy, I just wanna be in your possession
Saying I'm the one you want, so come express it
Don't slip, don't slip, 'cause a nigga might push up on it
Don't really wanna lose this moment
Why window shop when you own this?
(I-I-I) Don't put it down
(I-I-I) Don't fuck around
(I-I-I) I want you now, I want you now
Oh-oh-oh-oh-oh, oh-oh

I don't wanna give you the wrong impression (No, no, no, no)
I need love and affection (Yeah, yeah, yeah)
And I hope I'm not sounding too desperate
I need love and affection
Love (Oh, oh, oh, oh), love (Oh, oh, oh, oh), love (Oh, oh, oh, oh)
Love and affection
Love (Oh, oh, oh, oh), love (Oh, oh, oh, oh)
L-O-V-E-E-E and affection
Can you love me for poor? (Let me know)
I'm searching for my soul (Rockstar)
Who ever turned you cold? (Because)
You need to let him know (Yeah, yeah)
I can work miracles
I'll work your physical (Physical) (Turned up)
And when I love you close
You can feel my heart beating through my clothes, ooh, oh
Future

I don't wanna give you the wrong impression (No, no, no, no)
I need love and affection (Yeah, yeah, yeah), love
And I hope I'm not sounding too desperate
I need love and affection
Love (Oh, oh, oh, oh), love (Oh, oh, oh, oh), love (Oh, oh, oh, oh)
Love and affection
Love (Oh, oh, oh, oh), love (Oh, oh, oh, oh)
L-O-V-E-E-E and affection65Embed"
Same Ol’ Mistakes,2016-01-28,ANTI,"99 ContributorsTranslationsEspañolFrançaisPortuguêsSame Ol’ Mistakes Lyrics
I can just hear them now
""How could you let us down?""
But they don't know what I found
Or see it from this way around
Feeling it overtake
All that I used to hate
One by one, every trait
I tried but it's way too late
All the signs I don't read
Two sides of me can't agree
When I breathe in too deep
Going with what I always longed for

Feel like a brand new person
(But you make the same old mistakes)
Well, I don't care I'm in love
(Stop before it's too late)
Feel like a brand new person
(But you make the same old mistakes)
I finally know what it's like
(You don't have what it takes)
(Stop before it’s too late)
(I know there's too much at stake)
(Making the same mistakes)
And I still don't know why it's happening
(Stop while it's not too late)
And I still don't know
You might also like
Finally taking flight
I know you don't think it's right
I know that you think it's fake
Maybe fake's what I like
Point is I have the right
Not thinking in black and white
I'm thinking it's worth the fight
Soon to be out of sight
Knowing it all this time
Going with what I always longed for

Feel like a brand new person
(But you make the same old mistakes)
I don't care I'm in love
(Stop before it's too late)
Feel like a brand new person
(But you make the same old mistakes)
So how do I know that it's right?
(You don't have what it takes)
(Stop before it’s too late)

And I know that it's hard to digest
But maybe your story ain't so different from the rest
And I know it seems wrong to accept
But you've got your demons, and she's got her regrets
And I know that it's hard to digest
A realization is as good as it gets
And I know it seems wrong to accept
But you've got your demons, and she's got her regrets
But you've got your demons, and she's got her regrets
Feel like a brand new person
So, how will I know that it's right?
In a new direction
So, how will I know I've gone too far?
(Stop thinking you're the only option, oh)
Feel like a brand new person
(But you make the same old mistakes)
I finally know what it's like
(Stop before it's too late)
(Stop thinking you're the only option, oh)
In a new direction
(But you make the same old mistakes)
So how will I know I've gone too far?
(You don't have what it takes)
(Stop before it's too late)
(Stop thinking you're the only option, oh)
Feel like a brand new person
(But you make the same old mistakes)
And I know it's hard to describe
(Stop thinking you're the only option, oh)
(But you make the same old mistakes)
(You don't have what it takes)
(Stop before it's too late)
I finally know what it's like
(Stop before it's too late)
(Stop thinking you're the only option, oh)
(Stop thinking you're the only option, oh)134Embed"
Woo,2016-01-28,ANTI,"129 ContributorsTranslationsEspañolPortuguêsFrançaisTürkçeWoo Lyrics
Woo
Woo, woo, yeah
Woo, woo, yeah
Aw yeah, aw yeah, aw yeah

I bet she could never make you cry
‘Cause the scars on your heart are still mine
Tell me that she couldn't get this deep
She can almost be the worst of me
Too bad she's just eating off your dreams
Let me know when you're ready to bleed
Baby you just need to send for me

Send for me, send for me
Send for me, send for me

Woo
Woo, woo, yeah
Woo, woo, yeah
Aw yeah, aw yeah, aw yeah

I've been thinking 'bout you late at night
I've been thinking only of you
Ain't nothing else to really talk about
Boy show me what you want to do
These days you've been feeling lonely
Yeah I've been feeling lonely too
I'ma fuck it up, won't you show me some
Run it back like you owe me some
You might also like
Woo
Woo, woo, yeah
(Feel me up, feel me up)
Woo, yeah
(Feel me up, feel me up)
Aw yeah, aw yeah, aw yeah
(Feeling me, feeling me, feeling me up)

Tell me 'bout your picture-perfect love
Tell me how you think without the drugs
Maybe you just need to send for me
I don't mean to really love ya
I don't mean to even care about ya
I don't mean to really love ya
I don't mean to really care about ya, no more
I don't mean to really care about ya, no more

Send for me, send for me
Send for me, send for me

Woo (feel me up, feel me up)
Woo, woo, yeah (feel me up, feel me up)
Woo, woo, yeah
(Send for me, send for me, send for me)
Aw yeah, aw yeah, aw yeah
Woo (I don't mean to really love ya)
I don't mean to even care about ya
Woo (I don't mean to really love ya)
I don't mean to really care about ya, no more
Woo, woo, yeah
(No more, I don't mean to really care about ya, no more
I don't mean to really care about ya, no more)
Aw yeah, aw yeah, aw yeah92Embed"
Higher,2016-01-28,ANTI,"84 ContributorsTranslationsEspañolFrançaisPortuguêsHigher Lyrics
This whiskey got me feelin' pretty
So pardon if I'm impolite
I just really need your ass with me
I'm sorry 'bout the other night
And I know I could be more creative
And come up with poetic lines
But I'm turnt up upstairs and I love you
Is the only thing that's in my mind

You take me higher, higher than I've ever been, babe
Just come over, let's pour a drink, babe
I hope I ain't calling you too late, too late
You light my fire
Let's stay up late and smoke a J
I wanna go back to the old way
But I'm drunk instead, with a full ashtray
With a little bit too much to sayYou might also like72Embed"
