artist_name,song_title,release_date,album,lyrics
Elvis Presley,Suspicious Minds,1969-08-26, Walk a Mile in My Shoes: The Essential ’70s Masters,"45 ContributorsTranslationsPortuguêsSuspicious Minds Lyrics
We're caught in a trap, I can't walk out
Because I love you too much, baby
Why can't you see what you're doin' to me
When you don't believe a word I say?

We can't go on together
With suspicious minds (With suspicious minds)
And we can't build our dreams
On suspicious minds

So if an old friend I know stops by to say hello
Would I still see suspicion in your eyes?
Here we go again, asking where I've been
You can't see the tears are real, I'm cryin' (Yes, I'm cryin')

We can't go on together
With suspicious minds (With suspicious minds)
And we can't build our dreams
On suspicious minds

Oh, let our love survive
I'll dry the tears from your eyes
Let's don't let a good thing die
When, honey, you know I've never lied to you
Mmm, yeah, yeah
You might also like
We're caught in a trap, I can't walk out
Because I love you too much, baby
Why can't you see what you're doin' to me
When you don't believe a word I say?

Well, don't you know I'm caught in a trap? I can't walk out
Because I love you too much, baby
Well, don't you know I'm caught in a trap? I can't walk out
Because I love you too much, baby
Well, don't you know I'm caught in a trap? I can't walk out
Because I love you too much, baby
Well, don't you know I'm caught in a trap? I can't walk out
Because I love you too much, baby
Well, don't you know I'm caught in a trap? I can't walk out
Because I love you too much, baby
Well, don't you know I'm caught in a trap? I can't walk out
Because I love you too much, baby17Embed"
Elvis Presley,If I Can Dream,1968-11-05,The 50 Greatest Hits,"31 ContributorsIf I Can Dream Lyrics
There must be lights burning brighter somewhere
Got to be birds flying higher in a sky more blue
If I can dream of a better land, where all my brothers walk hand in hand
Tell me why, oh why, oh why can't my dream come true? Oh, why?

There must be peace and understanding sometime
Strong wind of promise that will blow away the doubt and fear
If I can dream of a warmer sun, where hope keeps shining on everyone
Tell me why, oh why, oh why won't that sun appear?

We're lost in a cloud with too much rain
We're trapped in a world that's troubled with pain
But as long as a man has the strength to dream
He can redeem his soul and fly (He can fly)

Deep in my heart, there's a trembling question
Still, I am sure that the answer's... answer's gonna come somehow
Out there in the dark, there's a beckoning candle, yeah
And while I can think, while I can talk, while I can stand, while I can walk
While I can dream, oh, please let my dream come true, oh, right now

Let it come true right now
Oh, yeahYou might also like12Embed"
Elvis Presley,Heartbreak Hotel,1956-01-27, Walk a Mile in My Shoes: The Essential ’70s Masters,"40 ContributorsHeartbreak Hotel Lyrics
Well, since my baby left me
Well, I found a new place to dwell
Well, it's down at the end of Lonely Street
At Heartbreak Hotel

Where I'll be, I'll be so lonely, baby
Well, I'm so lonely
I'll be so lonely, I could die

Although it's always crowded
You still can find some room
For broken-hearted lovers
To cry there in their gloom

They'll be, they'll be so lonely, baby
They'll be so lonely
They're so lonely, they could die

Now, the bellhop's tears keep flowin'
And the desk clerk's dressed in black
Well, they've been so long on Lonely Street
They'll never, never look back
You might also like
And they get so, they get so lonely, baby
Well, they are so lonely
They're so lonely, they could die

Well, now, if your baby leaves you
And you got a tale to tell
Well, just take a walk down Lonely Street
To Heartbreak Hotel

Where you will be, you will be, you'll be so lonely, baby
Well, you will be lonely
You'll be so lonely, you could die


Although it's always crowded
You still can find some room
For broken-hearted lovers
To cry there in their gloom

Where they get so, they get so lonely, baby
Well, they're so lonely
They'll be so lonely, they could die13Embed"
Elvis Presley,Trouble,1958-09-19,If I Can Dream: The Very Best of Elvis,"20 ContributorsTrouble Lyrics
If you're looking for trouble
You came to the right place
If you're looking for trouble
Just look right in my face
I was born standing up
And talking back
My daddy was a green-eyed mountain jack

Because I'm evil
My middle name is “Misery,” yeah, yeah
Well, I’m evil
So don't you mess around with me

I've never looked for trouble
But I've never ran
I don't take no orders
From no kind of man
I'm only made out
Of flesh, blood and bone
But if you're gonna start a rumble
Don't you try it all alone
You might also like
Because I'm evil
My middle name is “Misery,” yeah
Well, I’m evil
So don't you mess around with me
I'm evil, evil, evil as can be
I'm evil, evil, evil as can be
So don't mess around, don't mess around, don't mess around with me
I'm evil, I'm evil
Evil, evil
So don't mess around, don't mess around with me
I'm evil, I tell you I'm evil
So don't mess around with me
Yeah4Embed"
Elvis Presley,In the Ghetto,1969-04-14,If I Can Dream: The Very Best of Elvis,"35 ContributorsIn the Ghetto Lyrics
As the snow flies
On a cold and gray Chicago mornin'
A poor little baby child is born
In the ghetto (In the ghetto)
And his mama cries
'Cause if there's one thing that she don't need
It's another hungry mouth to feed
In the ghetto (In the ghetto)

People, don't you understand
A child needs a helping hand
Or he'll grow to be an angry young man someday
A-take a look at you and me
Are we too blind to see
Do we simply turn our heads
And look the other way?

Well, the world turns
And a hungry little boy with a runny nose
Plays in the street as the cold wind blows
In the ghetto (In the ghetto)
You might also likeAnd his hunger burns
So he starts to roam the streets at night
And he learns how to steal and he learns how to fight
In the ghetto (In the ghetto)

Then one night in desperation
The young man breaks away
He buys a gun, he steals a car
Tries to run, but he don't get far

And his mama cries
As a crowd gathers 'round an angry young man
Facedown on the street with a gun in his hand
In the ghetto (In the ghetto)
And as her young man dies (In the ghetto)
On a cold and gray Chicago mornin'
Another little baby child is born
In the ghetto (In the ghetto)

And his mama cries
In the ghetto (In the ghetto)
(In the ghetto)6Embed"
Elvis Presley,Unchained Melody,1977-07-19, Walk a Mile in My Shoes: The Essential ’70s Masters,"16 ContributorsUnchained Melody Lyrics
Oh, my love, my darling
I've hungered
For your touch
A long, lonely time
Time goes by
So slowly
And time can do so much
Are you, still mine?
I need your love, I need your love
God speed your love to me

Lonely rivers flow to the sea, to the sea
To the open arms of the sea
Lonely rivers cry, wait for me, wait for me
I'll be coming home, wait for me

My love, my darling
I've hungered for your touch
A long, lonely time
I need your love, I need your love
God speed your love, to meYou might also like11Embed"
Elvis Presley,Blue Suede Shoes,1956-08-31,If I Can Dream: The Very Best of Elvis,"38 ContributorsBlue Suede Shoes Lyrics
Well, it's one for the money, two for the show
Three to get ready, now go, cat, go

But don't you step on my blue suede shoes
Well, you can do anything, but stay off of my blue suede shoes

Well, you can knock me down, step in my face
Slander my name all over the place
Well, do anything that you wanna do
But, uh-uh, honey, lay off of them shoes

And don't you step on my blue suede shoes
Well, you can do anything, but stay off of my blue suede shoes
Let's go, cat!

Ah, walk the dog

You can burn my house, steal my car
Drink my liquor from an old fruit jar
Well, do anything that you want to do
But, uh-uh, honey, lay off of my shoes
You might also like
And don't you step on my blue suede shoes
Well, you can do anything, but lay off of my blue suede shoes
Rock it

Yeah!

Well, it's one for the money, two for the show
Three to get ready, now go, go, go

But don't you step on my blue suede shoes
Well, you can do anything, but lay off of my blue suede shoes

Well, it's blue, blue, blue suede shoes
Blue, blue, blue suede shoes, yeah
Blue, blue, blue suede shoes, baby
Blue, blue, blue suede shoes
Well, you can do anything, but lay off of my blue suede shoes6Embed"
Elvis Presley,Are You Lonesome Tonight?,1960-11-01,If I Can Dream: The Very Best of Elvis,"35 ContributorsAre You Lonesome Tonight? Lyrics
Are you lonesome tonight? Do you miss me tonight?
Are you sorry we drifted apart?
Does your memory stray to a brighter summer day
When I kissed you and called you sweetheart?

Do the chairs in your parlor seem empty and bare?
Do you gaze at your doorstep and picture me there?
Is your heart filled with pain? Shall I come back again?
Tell me, dear, are you lonesome tonight?

I wonder if you are lonesome tonight
You know someone said that the world's a stage, and each must play a part
Fate had me playing in love with you as my sweetheart
Act one was where we met
I loved you at first glance
You read your lines so cleverly and never missed a cue
Then came act two
You seemed to change, you acted strange
And why I've never known
Honey, you lied when you said you loved me
And I had no cause to doubt you
But I'd rather go on hearing your lies
Than to go on living without you
Now the stage is bare, and I'm standing there
With emptiness all around
And if you won't come back to me
Then they can bring the curtain down
You might also like
Is your heart filled with pain? Shall I come back again?
Tell me, dear, are you lonesome tonight?5Embed"
Elvis Presley,Blue Christmas,1957-10-15,The King Of Rock ‘N’ Roll: The Complete 50's Masters CD3,"37 ContributorsBlue Christmas Lyrics
I'll have a blue Christmas without you
I'll be so blue just thinking about you
Decorations of red on a green Christmas tree
Won't be the same, dear, if you're not here with me

And when those blue snowflakes start fallin'
That's when those blue memories start callin'
You'll be doin' all right with your Christmas of white
But I'll have a blue, blue, blue, blue Christmas


You'll be doin' all right with your Christmas of white
But I'll have a blue, blue, blue, blue ChristmasYou might also like12Embed"
Elvis Presley,Always On My Mind,, Walk a Mile in My Shoes: The Essential ’70s Masters,"26 ContributorsAlways On My Mind Lyrics
Maybe I didn't treat you
Quite as good as I should have
Maybe I didn't love you
Quite as often as I could have

Little things I should have said and done
I just never took the time

You were always on my mind
(You were always on my mind)
You were always on my mind

Maybe I didn't hold you
All those lonely, lonely times
And I guess I never told you
I'm so happy that you're mine

If I made you feel second best
Girl, I'm so sorry I was blind

You were always on my mind
(You were always on my mind)
You were always on my mind
You might also like
Tell me
Tell me that your sweet love hasn't died
Give me
Give me one more chance to keep you satisfied, satisfied

Little things I should have said and done
I just never took the time

You were always on my mind
(You were always on my mind)
You were always on my mind
You were always on my mind

Maybe I didn't treat you
Quite as good as I should have
Maybe I didn't love you
Quite as often as I could have
Maybe I didn't hold you
All those lonely, lonely times
And I guess I never told you
I'm so happy that you're mine
Maybe I didn't treat you
Quite as good as I should have13Embed"
Elvis Presley,Burning Love,1972-08-01, Walk a Mile in My Shoes: The Essential ’70s Masters,"35 ContributorsBurning Love Lyrics
Lord Almighty
I feel my temperature rising
Higher higher
It's burning through to my soul
Girl, girl, girl, girl
You're gonna set me on fire
My brain is flaming
I don't know which way to go

Your kisses lift me higher
Like a sweet song of a choir
You light my morning sky
With burning love

Ooh, ooh, ooh
I feel my temperature rising
Help me, I'm flaming
I must be a hundred and nine
Burning, burning, burning
And nothing can cool me
I just might turn into smoke
But I feel fine
You might also like
'Cause your kisses lift me higher
Like a sweet song of a choir
And you light my morning sky
With burning love

It's coming closer
The flames are now licking my body
Won't you help me
I feel like I'm slipping away
It's hard to breathe
And my chest is a-heaving
Lord, have mercy
I'm burning a hole where I lay

Your kisses lift me higher
Like the sweet song of a choir
You light my morning sky
With burning love
With burning love
(Ah, ah, burning love)

I'm just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love7Embed"
Elvis Presley,Don’t Be Cruel,1956-07-13,If I Can Dream: The Very Best of Elvis,"24 ContributorsTranslationsSuomiDon’t Be Cruel Lyrics
You know I can be found
Sitting home all alone
If you can't come around
At least please telephone

Don't be cruel to a heart that's true

Baby, if I made you mad
For something I might have said
Please, let's forget my past
The future looks bright ahead

Don't be cruel to a heart that's true

I don't want no other love
Baby, it's just you I'm thinkin' of
Mmmm

Don't stop thinking of me
Don't make me feel this way
C'mon over here and love me
You know what I want you to say
You might also like
Don't be cruel to a heart that's true

Why should we be apart?
I really love you, baby, cross my heart

Let's walk up to the preacher
And let us say, ""I do""
Then you'll know you'll have me
And I'll know that I'll have you

Don't be cruel to a heart that's true

I don't want no other love
Baby, it's just you I'm thinkin' of

Don't be cruel to a heart that's true
Don't be cruel to a heart that's true

I don't want no other love
Baby, it's just you I'm thinkin' of9Embed"
Elvis Presley,(You’re the) Devil in Disguise,1963-06-18,If I Can Dream: The Very Best of Elvis,"22 Contributors(You’re the) Devil in Disguise Lyrics
You look like an angel (Look like an angel)
Walk like an angel (Walk like an angel)
Talk like an angel
But I got wise

You're the devil in disguise
Oh, yes you are
The devil in disguise, mmm
You fooled me with your kisses
You cheated and you schemed
Heaven knows how you lied to me
You're not the way you seemed

You look like an angel (Look like an angel)
Walk like an angel (Walk like an angel)
Talk like an angel
But I got wise

You're the devil in disguise
Oh, yes you are
The devil in disguise, mmm, ah
I thought that I was in heaven
But I was sure surprised
Heaven help me, I didn't see
The devil in your eyes
You might also like
You look like an angel (Look like an angel)
Walk like an angel (Walk like an angel)
Talk like an angel
But I got wise

You're the devil in disguise
Oh, yes you are
The devil in disguise, mmm


You're the devil in disguise
Oh, yes you are
The devil in disguise, mmm (Oh, yes you are)
The devil in disguise
Oh, yes you are
Devil in disguise (Oh, yes you are)
The devil in disguise7Embed"
Elvis Presley,My Way,1973-01-14, Walk a Mile in My Shoes: The Essential ’70s Masters,"15 ContributorsMy Way Lyrics
And now the end is near
So I face the final curtain
My friend, I'll say it clear
I'll state my case of which I'm certain

I've lived a life that's full
I've traveled each and every highway
And more, much more than this
I did it my way

Regrets, I've had a few
But then again, too few to mention
I did what I had to do
And saw it through without exception

I planned each charted course
Each careful step along the byway
Oh, and more, much more than this
I did it my way

Yes, there were times, I'm sure you knew
When I bit off more than I could chew
But through it all when there was doubt
I ate it up and spit it out
I faced it all and I stood tall
And did it my way
You might also like
I've loved, I've laughed and cried
I've had my fill, my share of losing
And now as tears subside
I find it all so amusing
To think I did all that
And may I say, not in a shy way
Oh, no, no not me
I did it my way

For what is a man, what has he got
If not himself, then he has not
To say the words he truly feels
And not the words of one who kneels
The record shows I took the blows
And did it my way
The record shows I took the blows
And did it my way3Embed"
Elvis Presley,All Shook Up,1957-03-22,If I Can Dream: The Very Best of Elvis,"26 ContributorsAll Shook Up Lyrics
Uh, well, a-bless my soul, what's wrong with me?
I'm itchin' like a man on a fuzzy tree
My friends say I'm actin' wild as a bug
I'm in love, I'm all shook up
Mm, ooh, yeah, yeah-yay

Well, my hands are shaky, and my knees are weak
I can't seem to stand on my own two feet
Who do you thank when you have such luck?
I'm in love, I'm all shook up
Mm, ooh, yeah, yeah-yay

Well, please don't ask me what's on my mind
I'm a little mixed up, but I feel fine
When I'm near the girl that I love best
My heart beats so it scares me to death

When she touched my hand, what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup
I'm in love, I'm all shook up
Mm, ooh, yeah, yeah-yay
You might also like
My tongue gets tied when I try to speak
My insides shake like a leaf on a tree
There's only one cure for this body of mine
That's to have that girl that I love so fine

She touched my hand, what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup
I'm in love, uh, I'm all shook up
Mm, ooh, yeah, yeah-yay

Mm, ooh, yeah, yeah
I'm all shook up7Embed"
Elvis Presley,An American Trilogy,1972-04-04, Walk a Mile in My Shoes: The Essential ’70s Masters,"16 ContributorsAn American Trilogy Lyrics
Oh, I wish I was in the land of cotton
Old times they are not forgotten
Look away, look away, look away Dixieland
Oh, I wish I was in Dixie, away, away
In Dixieland I take my stand to live and die in Dixie
For Dixieland, that's where I was born
Early Lord one frosty morning
Look away, look away, look away Dixieland

Glory, glory hallelujah
Glory, glory hallelujah
Glory, glory hallelujah
His truth is marching on

So hush little baby
Don't you cry
You know your daddy's bound to die
But all my trials, Lord, will soon be over


Glory, glory hallelujah
His truth is marching on
His truth is marching onYou might also like4Embed"
Aretha Franklin,Respect,1967-04-29,Soul Queen,"85 ContributorsRespect Lyrics

What you want, baby, I got it
What you need, do you know I got it?

All I'm askin' is for a little respect when you come home
(Just a little bit) Hey baby
(Just a little bit) when you get home
(Just a little bit) mister
(Just a little bit)

I ain't gonna do you wrong while you're gone
Ain't gon' do you wrong 'cause I don't wanna

All I'm askin' is for a little respect when you come home
(Just a little bit) Baby
(Just a little bit) When you get home
(Just a little bit) Yeah
(Just a little bit)

I'm about to give you all of my money
And all I'm askin' in return, honey
Is to give me my propers when you get home
You might also like
(Just a, just a, just a, just a) Yeah, baby
(Just a, just a, just a, just a) When you get home
(Just a little bit) Yeah
(Just a little bit)


Ooh, your kisses, sweeter than honey
And guess what? So is my money

All I want you to do for me, is give it to me when you get home
(Re, re, re, re) Yeah baby
(Re, re, re, re) Whip it to me
(Respect, just a little bit) When you get home, now
(Just a little bit)

R-E-S-P-E-C-T, find out what it means to me
R-E-S-P-E-C-T, take care of T-C-B

(Sock it to me, sock it to me, sock it to me, sock it to me)
A little respect
(Sock it to me, sock it to me, sock it to me, sock it to me)
Whoa, babe
(Just a little bit) A little respect
(Just a little bit) I get tired
(Just a little bit) Keep on tryin'
(Just a little bit) You're runnin' out of fools
(Just a little bit) And I ain't lyin'
(Just a little bit)
(Re, re, re, re) Start when you come home
(Re, re, re, respect) Or you might walk in
(Just a little bit) And find out I'm gone
(Just a little bit) I gotta have
(Just a little bit) A little respect
(Just a little bit)21Embed"
Aretha Franklin,I Say a Little Prayer,1968-06-14,Soul Queen,"40 ContributorsI Say a Little Prayer Lyrics
(I say a little prayer for you)

The moment I wake up
Before I put on my makeup (Makeup)
I say a little (Prayer for you)
And while I'm combing my hair now
And wondering what dress to wear now (Wear now)
I say a little (Prayer for you)

Forever (Forever), and ever (Yeah)
You'll stay in my heart and I will love you
Forever (Forever), and ever (Ever)
We never will part, oh, how I love you
Together (Together), together (Together)
That's how it must be to live without you
Would only mean heartbreak for me (Ooh-hoo)

I run for the bus, dear
But while riding I think of us, dear (Us, dear)
I say a little (Prayer for you)
And at work I just take time
And all through my coffee break time (Break time)
I say a little (Prayer for you)
You might also like
Forever (Forever), and ever (Ever)
You'll stay in my heart and I will love you
Forever (Forever), and ever (Ever)
We never will part, oh, how I love you
Together (Together), together (Together)
That's how it must be to live without you
Would only mean heartbreak for me (Nobody but me)
Forever (Ever), and ever (Ever)
You'll stay in my heart and I will love you
Forever (Forever), and ever (Ever)
We never will part, oh, how I love you
Together (Together), together (Together)
That's how it must be to live without you
Would only mean heartbreak for me (Ooh, ooh-hoo)

My darling, believe me (Believe me)
For me, there is no one but you
Please love me true
I'm in love with you (Answer my prayer)
Answer my prayer, baby (Answer my prayer)
Say you'll love me true (Answer my prayer)
Answer my prayer, baby (Answer my prayer)

(Ey) Forever (Forever), and ever (Ever, ever)
You'll stay in my heart and I will love you
Forever (Forever), and ever (Ever)
We never will part, oh, how I love you
Together (Together), together (Together)
That's how it must be to live without you
Would only mean heartbreak for me (Oh, nobody but me)
My darling, believe me (Believe me)
For me, there is no one but you
Please love me true

This is my prayer (Answer my prayer, baby)
Answer my prayer now, baby (Answer my prayer, baby)
This is my prayer (Answer my prayer, baby)
Answer it right now, baby (Answer my prayer, baby)
Say you'll love me true (Answer my prayer, baby)
This is my prayer, baby (Answer my prayer, baby)
I'm in love with you (Answer my prayer)10Embed"
Aretha Franklin,Think,1968-05-02,Soul Queen,"29 ContributorsThink Lyrics
You better think (Think)
Think about what you're trying to do to me
Think (Think, think)
Let your mind go, let yourself be free

Let's go back, let's go back
Let's go way on to way back when
I didn't even know you
You couldn't have been too much more than ten (Just a child)
I ain't no psychiatrist, I ain't no doctor with degrees
But it don't take too much high IQ to see what you're doing to me

You better think (Think)
Think about what you're trying to do to me
Yeah, think (Think, think)
Let your mind go, let yourself be free

'Cause freedom (Freedom)
Stands for freedom (Freedom)
Oh, freedom
Yeah, freedom, right now
Freedom (Freedom)
Oh, freedom (Freedom)
You need you some freedom
Oh, freedom, oh, right now
Yeah, think about it!
You, think about it!
You might also like
There ain't nothing you could ask
I could answer you with ""I won't"" (I won't)
But I was gonna change to ""I'm not""
If you keep doing things I don't

You better think (Think)
Think about what you're trying to do to me
Oh oh-oh-oh think (What you're tryna to do to me)
(Think)
Let your mind go, let yourself be free

People walking around everyday
Playing games and taking scores
Trying to make other people lose their minds
Well, be careful you don't lose yours

Oh, think (Think)
Think about what you're trying to do to me
Wooh! Think (Think)
Let your mind go, let yourself be free

You need me (Need me)
And I need you (Don't you know?)
Without each other
There ain't nothing neither can do
Oh, yeah, think about it, baby
(What you're tryin' do to me)
To the bone, baby
Think about it right now
Yeah, right now
(To the bone, for deepness) Oh, right now
(To the bone, for deepness) Yeah, right now
(To the bone, for deepness) You think about it baby, baby, baby
(To the bone, for deepness) Oh, to the bone, baby
(To the bone, for deepness) Yeah, ooh
(To the bone, for deepness)3Embed"
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,,Soul Queen,"26 Contributors(You Make Me Feel Like) A Natural Woman Lyrics
Looking out on the morning rain
I used to feel so uninspired
And when I knew I had to face another day
Lord, it made me feel so tired

Before the day I met you, life was so unkind
But you're the key to my peace of mind

'Cause you make me feel, you make me feel
You make me feel like a natural woman (Woman)

When my soul was in the lost and found
You came along to claim it
I didn't know just what was wrong with me
'Til your kiss helped me name it

Now I'm no longer doubtful of what I'm living for
And if I make you happy, I don't need to do more

'Cause you make me feel, you make me feel
You make me feel like a natural woman (Woman)
You might also like
Oh, baby, what you've done to me? (What you've done to me?)
You made me feel so good inside (Good inside)
And I just wanna be (Wanna be)
Close to you, you make me feel so alive

You make me feel, you make me feel
You make me feel like a natural woman (Woman)
You make me feel, you make me feel
You make me feel like a natural woman (Woman)

You make me feel, you make me feel
You make me feel like a natural woman6Embed"
Aretha Franklin,Chain of Fools,1967-11-22,Soul Queen,"19 ContributorsChain of Fools Lyrics
Chain, chain, chain (Chain, chain, chain)
Chain, chain, chain (Chain, chain, chain)
Chain, chain, chain (Chain, chain, chain)
Chain of fools

For five long years
I thought you were my man
But I found out, love
I'm just a link in your chain, oh
You got me where you want me
I ain't nothing but your fool
You treated me mean, oh
You treated me cruel

Chain, chain, chain (Chain, chain, chain)
Chain of fools

Every chain
Has got a weak link
I might be weak, yeah
But I'll give you strength, oh, hey
You told me to leave you alone (Ooh, ooh, ooh, ooh)
My father said come on home (Ooh, ooh, ooh, ooh)
My doctor said take it easy (Ooh, ooh, ooh, ooh)
Oh, but your loving is much too strong (Ooh, ooh, ooh, ooh)
You might also like
I'm added to your chain, chain, chain (Chain, chain, chain)
Chain, chain, chain (Chain, chain, chain)
Chain, chain, chain (Chain, chain, chain)
Your chain of fools, oh

One of these mornings
The chain is gonna break
But up until the day
I'm gonna take all I can take, oh, yeah

Chain, chain, chain (Chain, chain, chain)
Chain, chain, chain (Chain, chain, chain)
Chain, chain, chain (Chain, chain, chain)
Chain of fools, oh

Chain, chain, chain
Chain, chain, chain, oh
Chain, chain, chain
Your chain of fools, oh yeah
Chain, chain, chain3Embed"
Aretha Franklin,One Step Ahead,1965-01-01,ARETHA,"15 ContributorsOne Step Ahead Lyrics
I'm only one step ahead of heartbreak
One step ahead of misery
One step is all I'd have to take backwards
To be the same old fool for you I used to be

I'm only one step ahead of your arms
One kiss away from your sweet lips
I know I can't afford to stop for one moment
'Cause I'm just out of reach of your fingertips

Your warm breath on my shoulder
Keeps reminding me
That it's too soon to forget you
It's too late to be free, can't you see?

I'm only one step ahead of your love
I try and yet I can't take two
Seems like I'll have to take that one step backwards
'Cause one step ahead is a step too far away from you
'Cause one step ahead is a step too far away from you
Just one step ahead is a step too far away from youYou might also like8Embed"
Aretha Franklin,I Never Loved a Man (The Way I Love You),1967-01-24,Soul Queen,"21 ContributorsI Never Loved a Man (The Way I Love You) Lyrics
You're a no good heartbreaker
You're a liar and you're a cheat
And I don't know why
I let you do these things to me
My friends keep telling me
That you ain't no good
But oh, they don't know
That I'd leave you if I could
I guess I'm uptight
And I'm stuck like glue

'Cause I ain't never
I ain't never, I ain't never, no, no
Loved a man, the way that I, I love you

Some time ago I thought
You had run out of fools
But I was so wrong
You got one that you'll never lose
The way you treat me is a shame
How could you hurt me so bad?
Baby, you know that I'm the best thing
That you ever had
You might also like
Kiss me once again
Don't you never, never say that we we're through

'Cause I ain't never
Never, Never, no, no
Loved a man, the way that I, I love you

I can't sleep at night
And I can't eat a bite
I guess I'll never be free
Since you got, your hooks, in me
Oh, oh, oh, yeah, yeah

I ain't never loved a man
I ain't never loved a man, baby
Ain't never had a man hurt me so bad, no
Well, this is what I'm gonna do about it
I tell you, I'm gonna hold on to it
Yeah, I'm gonna hold on to it, yeah1Embed"
Aretha Franklin,Ain’t No Way,1968-01-22,Soul Queen,"15 ContributorsAin’t No Way Lyrics
Ain't no way for me to love you
If you won't let me
It ain't no way for me to give you all you need
If you won't let me give all of me
I know that a woman's duty
Is to help and love a man
And that's the way it was planned
Oh, but how can I, how can I, how can I
Give you all the things I can
If you're tying both of my hands?

Oh, oh, it ain't no way (Ain't no way)
It ain't no way (Ain't no way)
It just ain't no way, baby (Ain't no way)
Ain't no way, baby (Ain't no way)
It ain't no way for me to love you
If you won't let me

Stop trying to be someone you're not
Hard, cold, and cruel is a man
Who paid too much for what he got
And if you need me like you say, say that you do
Oh, then please, please, please
Don't you know that I need you?
You might also like
Oh, it ain't no way
I tell you that it ain't no way, it ain't no way, it ain't no way, baby, no
It just ain't no way
It sure ain't no way
It ain't no way for me to love you
If you won't let me

Ain't no way
If you won't let me
Ain't no way5Embed"
Aretha Franklin,Rock Steady,1972-01-24,Soul Queen,"12 ContributorsRock Steady Lyrics
Rock steady, baby
That's what I feel now
Let's call this song exactly what it is
Step and move your hips with a feeling from side to side
Sit yourself down in your car and take a ride
And while you're moving rock steady
Rock steady, baby

Let's call this song exactly what it is
(What it is, what it is, what it is)
It's a funky and low down feeling (What it is)
In my hips from left to right (What it is)
What it is is I might be doing (What it is)
This funky dance all night
Oh (Wave your hands up in the air)
Oh (Got the feeling and ain't got a care)
Oh (What fun to take this ride)
(Rock steady will only slide)

Rock steady
Rock steady, baby
Rock steady
Rock steady, baby
You might also like
Step and move your hips with a feeling from side to side
Sit yourself down in your car and take a ride
While you're moving rock steady
Rock steady

Let's call this song exactly what it is
(What it is, what it is, what it is)
It's a funky and low down feeling (What it is)
In my hips from left to right (What it is)
What it is is I might be doing (What it is)
This funky dance all night
Oh (Wave your hands up in the air)
(Got the feeling and ain't got a care)
Oh (What fun to take this ride)
(Rock steady will only slide)

Rock steady, baby
Rock steady, woo
Rock steady

Rock steady
Rock steady
(What it is)
It's a funky and low down feeling (What it is)
In my hips from left to right (What it is)
What it is is I might be doing (What it is)
This funky dance all night
Oh (Wave your hands up in the air)
Oh (Got the feeling and ain't got a care)
Oh (What fun to take this ride)
(Rock steady will only slide)

Rock steady
Steady, baby
Rock
Rock steady, baby
Baby
(What it is)
Baby, baby
(What it is)
Baby
(What it is)
Baby2Embed"
Aretha Franklin,Day Dreaming,,Soul Queen,"21 ContributorsDay Dreaming Lyrics
Daydreaming and I'm thinking of you
Daydreaming and I'm thinking of you
Daydreaming and I'm thinking of you
Daydreaming and I'm thinking of you
Look at my mind floating away

He's the kind of guy that would say
Hey, baby, let's get away
Let's go some place, huh
Where, I don't care
He's the kind of guy that you give your everything
You trust your heart, share all of your love
'Til death do you part
I want to be what he wants
When he wants it and whenever he needs it
And when he's lonesome and feeling love starved
I'll be there to feed it
I'm loving him a little bit more each day
Turns me right on when I hear him say

Hey, baby, let's get away
Let's go somewhere far
Baby, can we
Where, I don't care
Hey, baby, let's get away
Let's go somewhere far
Baby, can we
Where, I don't care
You might also like
I want to be what he wants when he wants it
And whenever he needs it
And when he's lonesome and feeling love starved
I'll be there to feed it
Loving him a little bit more each day
It turns me right on when I hear him say

Hey, baby, let's get away
Let's go somewhere far
Baby, can we
Where, I don't care
Hey, baby, let's get away
Let's go somewhere far
Baby, can we
Where, I don't care

Daydreaming and I'm thinking of you
Daydreaming and I'm thinking of you
Daydreaming and I'm thinking of you
Daydreaming and I'm thinking of you
Look at my love floating away

Daydreaming (Thinking of you)
Daydreaming (Thinking of you)
Daydreaming
Daydreaming
Day—Embed"
