title,release_date,album,lyrics
All Apologies,1993-09-13,In Utero (20th Anniversary Super Deluxe),"150 ContributorsTranslationsPortuguêsРусскийEspañolAll Apologies Lyrics
What else should I be?
All apologies
What else could I say?
Everyone is gay
What else could I write?
I don't have the right
What else should I be?
All apologies

In the sun, in the sun, I feel as one
In the sun, in the sun

Married
Buried

I wish I was like you
Easily amused
Find my nest of salt
Everything's my fault
I'll take all the blame
Aqua sea foam shame
Sunburn, freezer burn
Chokin' on the ashes of her enemy
You might also like
In the sun, in the sun, I feel as one
In the sun, in the sun

Married
Married
Married
Buried
Yeah, yeah, yeah, yeah

All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are
All in all is all we are65Embed"
About a Girl,1989-06-15,Bleach: Deluxe Edition,"77 ContributorsAbout a Girl Lyrics
(I do) I need an easy friend
I do, with an ear to lend
I do, think you fit this shoe
I do, but you have a clue

I'll take advantage while
You hang me out to dry
But I can't see you every night
Free (I do)

(I do) I'm standin' in your line
I do, hope you have the time
I do, pick a number too
I do, keep a date with you

I'll take advantage while
You hang me out to dry
But I can't see you every night
Free

You might also like
(I do) I need an easy friend
I do, with an ear to lend
I do, think you fit this shoe
I do, but you have a clue

I'll take advantage while
You hang me out to dry
But I can't see you every night
No, I can't see you every night
Free
I do
I do
I do
I do61Embed"
Lounge Act,1991-09-24,Nevermind (Super Deluxe Edition),"90 ContributorsTranslationsItalianoEspañolPortuguêsLounge Act Lyrics
Truth covered in security
I can't let you smother me
I'd like to but it couldn't work
Tradin' off and takin' turns
I don't regret a thing

And I've got this friend, you see, who makes me feel
And I wanted more than I could steal
I'll arrest myself, I'll wear a shield
I'll go out of my way to prove I still
Smell her on you

Don't tell me what I wanna hear
Afraid of never knowin' fear
Experience anything you need
I'll keep fightin' jealousy
Until it's fucking gone

I've got this friend, you see, who makes me feel
And I wanted more than I could steal
I'll arrest myself, I'll wear a shield
I'll go out of my way to prove I still
Smell her on you
You might also like
Truth covered in security
I can't let you smother me
I'd like to but it couldn't work
Tradin' off and takin' turns
Don't regret a thing

And I've got this friend, you see, who makes me feel
And I wanted more than I could steal
I'll arrest myself, I'll wear a shield
I'll go out of my way to make you a deal
We'll make a pact to learn from who
Ever—er we want without new rules
And we'll share what's lost and what we grew
They'll go out of their way to prove they still
Smell her on you
They still smell her on you
Smell her on you43Embed"
Territorial Pissings,1991-09-24,Nevermind (Super Deluxe Edition),"72 ContributorsTranslationsРусскийEspañolPortuguêsItalianoFrançaisTerritorial Pissings Lyrics
Come on, people, now
Smile on your brother
Everybody get together
Try to love one another right now
Mmm

When I was an alien
Cultures weren't opinions

Gotta find a way, find a way, when I'm there
Gotta find a way, a better way, I'd better wait

Never met a wise man
If so, it's a woman

Gotta find a way, find a way, when I'm there
Gotta find a way, a better way, I'd better wait
Gotta find a way, find a way, when I'm there
Gotta find a way, a better way, I'd better wait

Just because you're paranoid
Don't mean they're not after you
You might also like
Gotta find a way, find a way, when I'm there
Gotta find a way, a better way, I'd better wait
Gotta find a way, find a way, when I'm there
Gotta find a way, a better way, I'd better wait
Gotta find a way, find a way, when I'm there
Gotta find a way, a better way, I'd better wait
Gotta find a way, find a way, when I'm there
Gotta find a way, ah, ah, yeah46Embed"
Where Did You Sleep Last Night? (Live Acoustic),1994-11-01,MTV Unplugged in New York (Live Acoustic) [25th Anniversary Edition],"74 ContributorsTranslationsHebrewEspañolWhere Did You Sleep Last Night? (Live Acoustic) Lyrics
Fuck you all, this is the last song of the evening
What is it?
This was written by (Uh, what?) my favorite performer. Our favorite performer, isn't it? All of ours? You like him the best?
Oh! And there's a donation basket. Kurt wants to buy Lead Belly's guitar
Oh yeah, this guy representing the Lead Belly estate wants to sell me Lead Belly's guitar for five hundred thousand dollars
We're passing a basket if anyone-
Yeah, I even asked David Ges— Geffen personally if he'd buy it for me and he wouldn't do it. Okay

My girl, my girl, don't lie to me
Tell me where did you sleep last night?
In the pines, in the pines where the sun don't ever shine
I would shiver the whole night through

My girl, my girl, where will you go?
I'm going where the cold wind blows
In the pines, in the pines where the sun don't ever shine
I would shiver the whole night through

Her husband was a hard working man
Just about a mile from here
His head was found in a driving wheel
But his body never was found
You might also like
My girl, my girl, don't lie to me
Tell me where did you sleep last night?
In the pines, in the pines where the sun don't ever shine
I would shiver the whole night through
Shiver for me


My girl, my girl, where will you go?
I'm going where the cold wind blows
In the pines, in the pines where the sun don't ever shine
I would shiver the whole night through

My girl, my girl, don't lie to me
Tell me where did you sleep last night?
In the pines, in the pines where the sun don't ever shine
I would shiver the whole night through

My girl, my girl, where will you go?
I'm going where the cold wind blows
In the pines, the pines the sun don't shine
I'd shiver… the whole night through

Thank you40Embed"
Dumb,1993-09-21,In Utero (20th Anniversary Super Deluxe),"87 ContributorsTranslationsPortuguêsРусскийTürkçeEspañolDumb Lyrics
I'm not like them, but I can pretend
The sun is gone, but I have a light
The day is done, but I'm havin' fun
I think I'm dumb
Or maybe just happy
Think I'm just happy
Think I'm just happy
Think I'm just happy

My heart is broke, but I have some glue
Help me inhale and mend it with you
We'll float around and hang out on clouds
Then we'll come down
And have a hangover
Have a hangover
Have a hangover
Have a hangover
Skin the sun, fall asleep
Wish away, soul is cheap
Lesson learned, wish me luck
Soothin' burn, wake me up
You might also like
I'm not like them, but I can pretend
The sun is gone, but I have a light
The day is done, but I'm havin' fun
I think I'm dumb
Or maybe just happy
Think I'm just happy
Think I'm just happy
Think I'm just happy

I think I'm dumb, I think I'm dumb
I think I'm dumb, I think I'm dumb
I think I'm dumb, I think I'm dumb
I think I'm dumb, I think I'm dumb
I think I'm dumb, I think I'm dumb
I think I'm dumb, I think I'm dumb58Embed"
Breed,1991-09-24,Nevermind (Super Deluxe Edition),"78 ContributorsTranslationsРусскийEspañolPortuguêsItalianoBreed Lyrics
I don't care, I don't care, I don't care
I don't care, I don't care, care if it's old
I don't mind, I don't mind, I don't mind
I don't mind, mind, don't have a mind
Get away, get away, get away
Get away, away, away from your home
I'm afraid, I'm afraid, I'm afraid
I'm afraid, 'fraid, ghost

Even if you have, even if you need
I don't mean to stare, we don't have to breed
We could plant a house, we could build a tree
I don't even care, we could have all three

She said (She said), she said (She said)
She said (She said), she said (She said)
She said (She said), she said (She said)
She said (She said), she said

I don't care, I don't care, I don't care
I don't care, care, care if it's old
I don't mind, I don't mind, I don't mind
I don't mind, mind, don't have a mind
Get away, get away, get away
Get away, away, away from your home
I'm afraid, I'm afraid, I'm afraid
I'm afraid, 'fraid, ghost
You might also like
Even if you have, even if you need
I don't mean to stare, we don't have to breed
We could plant a house, we could build a tree
I don't even care, we could have all three

She said (She said), she said (She said)
She said (She said), she said (She said)
She said (She said), she said (She said)
She said (She said), she said

Hey, even if you have, even if you need
I don't mean to stare, we don't have to breed
We could plant a house, we could build a tree
I don't even care, we could have all three

She said (She said), she said (She said)
She said (She said), she said (She said)
She said (She said), she said (She said)
She said (She said), she said (She said)
She said (She said… good)42Embed"
Pennyroyal Tea,1993-09-21,In Utero (20th Anniversary Super Deluxe),"81 ContributorsTranslationsPortuguêsРусскийEspañolPennyroyal Tea Lyrics
I'm on my time with everyone
I have very bad posture

Sit and drink pennyroyal tea
Distill the life that's inside of me
Sit and drink pennyroyal tea
I'm anemic royalty

Give me a Leonard Cohen afterworld
So I can sigh eternally

I'm so tired, I can't sleep
I'm a liar and a thief
Sit and drink pennyroyal tea
I'm anemic royalty


I'm on warm milk and laxatives
Cherry-flavored antacids
You might also like
Sit and drink pennyroyal tea
Distill the life that's inside of me
Sit and drink pennyroyal tea
I'm anemic royalty

Uh, uh
Uh, uh
Ha, ha
Ha44Embed"
You Know You’re Right,2002-10-29,Nirvana,"110 ContributorsYou Know You’re Right Lyrics
I will never bother you
I will never promise to
I will never follow you
I will never bother you
Never speak a word again
I will crawl away for good
I will move away from here
You won't be afraid of fear
No thought was put into this
And always knew it would come to this
Things have never been so swell
I have never failed to fail

Hey, hey, hey
You know you're right
You know you're right, you know you're right

I'm so warm and calm inside
I no longer have to hide
Let's talk about someone else
Steaming soup against her mouth
Nothing really bothers her
She just wants to love himself
I will move away from here
You won't be afraid of fear
No thought was put into this
Always knew it'd come to this
Things have never been so swell
I have never failed to fail
You might also like
Hey, hey, hey, hey, hey
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know your rights, you know you're right
You know your rights, you know your rights
You know your rights
Hey52Embed"
Serve the Servants,1993-09-21,In Utero (20th Anniversary Super Deluxe),"72 ContributorsTranslationsPortuguêsEspañolServe the Servants Lyrics
Teenage angst has paid off well
Now I'm bored and old
Self-appointed judges judge
More than they have sold
If she floats then she is not
A witch like we've thought
A down payment on another
One at Salem's lot

Serve the servants, oh no
Serve the servants, oh no
Serve the servants, oh no
Serve the servants
That legendary divorce is such a bore

As my bones grew they did hurt
They hurt really bad
I tried hard to have a father
But instead, I had a dad
I just want you to know that I
Don't hate you anymore
There is nothing I could say
That I haven't thought before
You might also like
Serve the servants, oh no
Serve the servants, oh no
Serve the servants, oh no
Serve the servants
That legendary divorce is such a bore


Serve the servants, oh no
Serve the servants, oh no
Serve the servants, oh no
Serve the servants, oh no
Serve the servants, oh no
Serve the servants, oh no
Serve the servants
That legendary divorce is such a bore30Embed"
